Date,Close,High,Low,Open,Volume
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2005-01-03,5.054499626159668,5.077688553531345,4.873722726031057,4.922096537991378,633134232
2005-01-04,4.849785804748535,5.05998515176159,4.82435338372077,5.0218353324329,549685764
2005-01-05,4.825101852416992,4.909629057209678,4.793185538407283,4.8236052406936,329134536
2005-01-06,4.701425075531006,4.88469444151674,4.680730024126535,4.8642488253936715,415068516
2005-01-07,4.833578586578369,4.8435526717176405,4.707160038783513,4.753538845764656,386129484
2005-01-10,4.8637495040893555,4.939550748470856,4.783211364911571,4.849785879409035,301282416
2005-01-11,4.8258490562438965,4.929827469258426,4.816872711106,4.877713069984325,278069652
2005-01-12,4.871728420257568,4.885442609198668,4.750047716937731,4.845547218747113,326784888
2005-01-13,4.870481491088867,4.921847575953157,4.838565180221131,4.871728192287463,273702024
2005-01-14,4.986178398132324,4.9871761392390885,4.840560459174144,4.887188226896927,385226388
2005-01-18,5.08417272567749,5.112099501848859,4.953514239581583,5.011113839023283,526377096
2005-01-19,4.91960334777832,5.119081268876186,4.9048928417118205,5.102872725679407,449857692
2005-01-20,4.835324287414551,4.893421802655952,4.787449817744,4.799916830607277,359703936
2005-01-21,4.694693088531494,4.871230074293754,4.690703549445823,4.850783508311633,369965664
2005-01-24,4.506187438964844,4.720874241542817,4.496213828911096,4.704916085364973,560347092
2005-01-25,4.416422367095947,4.5440885745331165,4.395727315018404,4.536607416307004,425941632
2005-01-26,4.718630790710449,4.722869765493129,4.467039892986201,4.470032166375723,491823684
2005-01-27,4.689705848693848,4.709154196650669,4.6178941518090655,4.7066612694573955,264830904
2005-01-28,4.746058940887451,4.854773778566655,4.646320448724217,4.738079861514392,487839672
2005-01-31,4.877712726593018,4.896165236407368,4.780468598516078,4.829589295569898,383484132
2005-02-01,4.784955978393555,4.903644887514768,4.753290050536015,4.846794073104205,752806440
2005-02-02,5.135537147521973,5.405828551332875,5.078188411464312,5.374660543096939,1310660028
2005-02-03,5.257717132568359,5.320303533717524,5.131796974645924,5.136285384424,519004476
2005-02-04,5.095641613006592,5.18017024102848,5.051756682341444,5.148253927817463,592179228
2005-02-07,4.887936592102051,5.146508329783139,4.874970708704743,5.118083635535769,517897584
